Student_ID,Reference Number,First Name ,Last Name ,Gender ,Marital Status,Academic Year ,Entry Semester ,Degree Type ,Course/Degree,Level offered,Student Status,current level,Preferred Entry Level,Conditional/ Unconditional ,Conditions,Application Date,Date of Birth,National ID No,Nationality,Mobile Number,Uni_Email Address,Personal Email,Sponsored Students (Yes / No),Name of Company Sponsor,Home Address 1,Home Address 2,Home Address 3,Home Address 4,Student Bursary Details,Bursary Discount %,Disability / Health Issues,Recent Education System,Most Recent Educational Institute,Qualifications,IELTS,Employment History,How did you hear about us ?,Acceptance Letter
10002298,2298,Warren,Simon,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,20/08/2021,25/03/2000,91575132033,India,+75 2087833,student10002298@sample.edu,nblack@gmail.com,No,,3066 Elizabeth Villages Apt. 095,New Kristopher,India,,,,00 No known disability,,,,,,Website,Available
10002299,2299,Theresa,Mahoney,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,07/05/2021,05/02/2001,33940523495,Egypt,+3 8601889,student10002299@sample.edu,omendez@gmail.com,No,,344 Andrew Highway,Stewartburgh,Egypt,,,,00 No known disability,,,,,,Social Media,Available
10002300,2300,Jacob,Frye,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,09/03/2021,25/01/2002,94064481693,Egypt,+81 8058810,student10002300@sample.edu,shelly88@gmail.com,No,,48387 Kennedy Mission,Michaelstad,Egypt,,,,00 No known disability,,,,,,Family/Friends,Available
10002301,2301,Jill,Decker,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,26/05/2021,19/10/2000,86580478874,United Kingdom,+83 8653803,student10002301@sample.edu,bobbypowell@gmail.com,No,,220 Philip Gateway,West Gabriel,UK,,,,00 No known disability,,,,,,Social Media,Available
10002302,2302,Phillip,Smith,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,07/05/2021,08/10/2001,83637991899,Pakistan,+47 7444109,student10002302@sample.edu,gdonovan@gmail.com,No,,12590 Mcdonald Causeway,West Jack,Pakistan,,,,00 No known disability,,,,,,Website,Available
10002303,2303,Gregory,Hanna,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,08/05/2021,01/11/2001,88728270127,Philippines,+14 5939338,student10002303@sample.edu,christopher64@gmail.com,No,,2670 Marquez River,Gloriaborough,Philippines,,,,00 No known disability,,,,,,Website,Available
10002304,2304,Robert,Jackson,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,03/08/2021,23/02/1999,94050283190,India,+25 3938087,student10002304@sample.edu,stephenevans@gmail.com,No,,8960 James Summit,Port Wanda,India,,,,00 No known disability,,,,,,Website,Available
10002305,2305,Dawn,Walters,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,26/07/2021,17/03/1997,43583919718,Philippines,+38 3370490,student10002305@sample.edu,leerachel@gmail.com,No,,0659 Kimberly Shoal,Williamsville,Philippines,,,,00 No known disability,,,,,,Social Media,Available
10002306,2306,Cindy,Peterson,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,07/04/2021,21/12/1997,85436441088,United Kingdom,+8 7842069,student10002306@sample.edu,dawnbrown@gmail.com,No,,2975 Wallace Walk Apt. 657,North Kimberly,UK,,,,00 No known disability,,,,,,Website,Available
10002307,2307,Stephanie,Reeves,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,04/04/2021,28/03/1999,62205330976,India,+82 2974957,student10002307@sample.edu,scarter@gmail.com,No,,636 Sydney Mountain Suite 619,Lisachester,India,,,,00 No known disability,,,,,,Website,Available
10002308,2308,Linda,Espinoza,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,16/04/2021,16/08/1998,96030429740,United States,+57 3917803,student10002308@sample.edu,jacksonkimberly@gmail.com,No,,1642 Stephen Dale,Omarburgh,US,,,,00 No known disability,,,,,,Website,Available
10002309,2309,Jesse,Hernandez,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,25/02/2021,07/03/2002,79699203253,Philippines,+78 4697653,student10002309@sample.edu,mosesbradley@gmail.com,No,,640 Tanya Villages Apt. 850,Michaelshire,Philippines,,,,00 No known disability,,,,,,Family/Friends,Available
10002310,2310,James,Perkins,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,13/05/2021,14/01/2001,42857314095,Jordan,+67 3324031,student10002310@sample.edu,rachellopez@gmail.com,No,,48846 Hahn Garden Apt. 443,Wilkinsonside,Jordan,,,,00 No known disability,,,,,,Website,Available
10002311,2311,Carrie,Thompson,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,08/01/2021,31/05/2004,52867796590,Canada,+1 6782819,student10002311@sample.edu,hernandezjason@gmail.com,No,,37629 Joseph Landing Suite 165,Colemouth,Canada,,,,00 No known disability,,,,,,Social Media,Available
10002312,2312,Edward,Mclaughlin,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,28/05/2021,24/04/1998,31395800707,United Kingdom,+89 8283798,student10002312@sample.edu,nicole40@gmail.com,No,,42811 Gates Road,Johnsonton,UK,,,,00 No known disability,,,,,,Family/Friends,Available
10002313,2313,Charlene,Murphy,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,28/07/2021,03/04/2001,62172008729,Jordan,+76 7018359,student10002313@sample.edu,craigjohn@gmail.com,No,,23220 Hardy Rapids,Lake Manuel,Jordan,,,,00 No known disability,,,,,,Social Media,Available
10002314,2314,Jaime,Armstrong,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,19/04/2021,28/08/2002,19732561463,Canada,+71 7416175,student10002314@sample.edu,petersonteresa@gmail.com,No,,1345 Erik Prairie Suite 825,East Katherine,Canada,,,,00 No known disability,,,,,,Family/Friends,Available
10002315,2315,Jacqueline,Heath,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,14/06/2021,11/12/1997,97647075250,United Kingdom,+10 4634483,student10002315@sample.edu,kgarcia@gmail.com,No,,8454 Tiffany Alley Apt. 713,Haleborough,UK,,,,00 No known disability,,,,,,Website,Available
10002316,2316,Lee,Thomas,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,13/06/2021,14/04/1997,69308095888,India,+13 3444734,student10002316@sample.edu,xhester@gmail.com,No,,0606 Lawson Track Suite 156,Lake Melinda,India,,,,00 No known disability,,,,,,Family/Friends,Available
10002317,2317,Jeffrey,Hogan,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,30/08/2021,20/01/1998,55404276916,Philippines,+97 3016385,student10002317@sample.edu,sarahwoods@gmail.com,No,,17473 Ebony Summit,Lisahaven,Philippines,,,,00 No known disability,,,,,,Website,Available
10002318,2318,Tina,Wolfe,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,05/04/2021,11/12/1998,47697866883,Egypt,+52 3499000,student10002318@sample.edu,collinsjeff@gmail.com,No,,61798 Adam Neck,Michelleton,Egypt,,,,00 No known disability,,,,,,Social Media,Available
10002319,2319,Colin,Powell,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,12/05/2021,31/10/1998,82369183343,Philippines,+35 1680518,student10002319@sample.edu,yramirez@gmail.com,No,,139 Robert Square Apt. 525,Davidville,Philippines,,,,00 No known disability,,,,,,Family/Friends,Available
10002320,2320,Melissa,Gill,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,10/01/2021,21/09/1996,10960933155,India,+1 9621787,student10002320@sample.edu,omar34@gmail.com,No,,8652 Boyer Point Apt. 783,Buckleyborough,India,,,,00 No known disability,,,,,,Website,Available
10002321,2321,James,Reyes,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,30/08/2021,04/09/2004,20261906466,United Kingdom,+8 2959309,student10002321@sample.edu,ogillespie@gmail.com,No,,0126 Samuel Flat,Port Alexandrafurt,UK,,,,00 No known disability,,,,,,Social Media,Available
10002322,2322,Craig,Newman,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,31/05/2021,27/08/1997,18912300840,United Kingdom,+86 4243587,student10002322@sample.edu,tsanders@gmail.com,No,,1040 Mathews Turnpike,Garciaberg,UK,,,,00 No known disability,,,,,,Website,Available
10002323,2323,Shelly,Bond,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,22/03/2021,17/04/2004,61824030751,Jordan,+68 1939293,student10002323@sample.edu,laurenfernandez@gmail.com,No,,67387 Harris Mount Suite 730,Port Joannaberg,Jordan,,,,00 No known disability,,,,,,Social Media,Available
10002324,2324,Jesse,Travis,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,04/02/2021,24/07/1996,97157919847,Egypt,+78 2227468,student10002324@sample.edu,ashleywalker@gmail.com,No,,48409 Mcknight Canyon,Cameronland,Egypt,,,,00 No known disability,,,,,,Family/Friends,Available
10002325,2325,Anna,Williams,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,22/01/2021,13/09/2004,67780783009,Jordan,+23 9754480,student10002325@sample.edu,john62@gmail.com,No,,1748 Jeremy Crossroad,Russellton,Jordan,,,,00 No known disability,,,,,,Family/Friends,Available
10002326,2326,Stephanie,Andrews,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,05/06/2021,02/11/1996,68592258308,Philippines,+81 3410015,student10002326@sample.edu,john56@gmail.com,No,,2488 Aguirre Streets Apt. 532,North Stephanie,Philippines,,,,00 No known disability,,,,,,Family/Friends,Available
10002327,2327,Noah,Caldwell,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,11/06/2021,15/05/2001,96846432449,India,+36 5531886,student10002327@sample.edu,romankenneth@gmail.com,No,,810 Hernandez Turnpike,Matthewview,India,,,,00 No known disability,,,,,,Social Media,Available
10002328,2328,Douglas,Foster,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,07/05/2021,25/05/1998,72022117547,India,+77 5722802,student10002328@sample.edu,irosales@gmail.com,No,,0631 Martin Drive Suite 820,South Jennifer,India,,,,00 No known disability,,,,,,Family/Friends,Available
10002329,2329,Anthony,Keller,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,29/06/2021,06/08/2000,74179399649,United Kingdom,+18 7764896,student10002329@sample.edu,jeremy94@gmail.com,No,,5157 Wise Prairie,South Shari,UK,,,,00 No known disability,,,,,,Family/Friends,Available
10002330,2330,Heather,Alvarez,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,22/01/2021,20/05/1998,29741009787,United Kingdom,+45 1326526,student10002330@sample.edu,victoria16@gmail.com,No,,42064 Morris Glen,North Jefferyview,UK,,,,00 No known disability,,,,,,Family/Friends,Available
10002331,2331,Fernando,Christensen,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,21/04/2021,17/12/2004,88000779987,Canada,+90 2120619,student10002331@sample.edu,derek26@gmail.com,No,,040 Stewart Crossing Suite 562,New Jamesfort,Canada,,,,00 No known disability,,,,,,Social Media,Available
10002332,2332,Kevin,Williams,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,06/03/2021,27/08/2002,46651258164,Egypt,+9 4276062,student10002332@sample.edu,patelconnie@gmail.com,No,,2583 Ronald Path Apt. 452,Barbarabury,Egypt,,,,00 No known disability,,,,,,Social Media,Available
10002333,2333,Michael,Rodriguez,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,23/05/2021,24/02/1997,42014112576,Philippines,+12 3225760,student10002333@sample.edu,anthonyfrank@gmail.com,No,,2565 Espinoza Crest,West Travisburgh,Philippines,,,,00 No known disability,,,,,,Website,Available
10002334,2334,Thomas,Horton,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,13/07/2021,06/02/1996,36505310459,Jordan,+45 7732903,student10002334@sample.edu,lindseypatricia@gmail.com,No,,054 Hall Rest Suite 966,South Samuel,Jordan,,,,00 No known disability,,,,,,Social Media,Available
10002335,2335,Danny,White,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,26/08/2021,13/03/1996,70469492366,Pakistan,+2 4437937,student10002335@sample.edu,michaelmay@gmail.com,No,,7070 Bradley Fords Apt. 075,Lake Samanthaberg,Pakistan,,,,00 No known disability,,,,,,Website,Available
10002336,2336,Heather,Flores,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,03/03/2021,15/06/1998,91941939801,Bangladesh,+21 1007792,student10002336@sample.edu,yolanda29@gmail.com,No,,847 Briggs Roads Suite 071,Michaelberg,Bangladesh,,,,00 No known disability,,,,,,Website,Available
10002337,2337,Henry,Davis,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,08/07/2021,15/03/2004,41876815879,United Kingdom,+66 6331060,student10002337@sample.edu,zrodgers@gmail.com,No,,495 Barbara Cove,Bryantbury,UK,,,,00 No known disability,,,,,,Website,Available
10002338,2338,Evelyn,Bryant,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,12/08/2021,03/08/2001,85143665836,Bangladesh,+74 6787556,student10002338@sample.edu,morganmoore@gmail.com,No,,620 Gonzalez Corner,Sullivanburgh,Bangladesh,,,,00 No known disability,,,,,,Social Media,Available
10002339,2339,Dawn,Maldonado,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,05/05/2021,23/06/2000,36587510586,United Kingdom,+58 2247151,student10002339@sample.edu,roger47@gmail.com,No,,68284 Michelle Causeway Suite 518,Lanceburgh,UK,,,,00 No known disability,,,,,,Social Media,Available
10002340,2340,Scott,Mcknight,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,29/04/2021,24/12/2002,45678715318,Canada,+76 1825174,student10002340@sample.edu,michael82@gmail.com,No,,8637 King Spring Suite 581,Lake Jakeville,Canada,,,,00 No known disability,,,,,,Social Media,Available
10002341,2341,Samantha,Ibarra,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,24/02/2021,04/02/2003,27385106904,Bangladesh,+51 5932778,student10002341@sample.edu,jessicahernandez@gmail.com,No,,26852 Joseph Roads Apt. 230,Nicholasfort,Bangladesh,,,,00 No known disability,,,,,,Social Media,Available
10002342,2342,Katherine,Nelson,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,19/05/2021,12/11/1997,66240519013,Canada,+36 5777490,student10002342@sample.edu,florestammy@gmail.com,No,,79383 Miller Glen,West Andrea,Canada,,,,00 No known disability,,,,,,Social Media,Available
10002343,2343,Anthony,Stout,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,24/07/2021,23/09/2003,37710006465,India,+88 5196416,student10002343@sample.edu,eherrera@gmail.com,No,,16795 Jennifer Shores,Austinstad,India,,,,00 No known disability,,,,,,Website,Available
10002344,2344,Katherine,Medina,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,16/06/2021,26/12/1998,85034788175,Pakistan,+14 3378560,student10002344@sample.edu,sarahmccarty@gmail.com,No,,8138 Pennington Orchard Apt. 076,Christopherport,Pakistan,,,,00 No known disability,,,,,,Website,Available
10002345,2345,Denise,Thompson,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,26/08/2021,31/10/1996,81585406849,United States,+22 4131439,student10002345@sample.edu,jeanettemartin@gmail.com,No,,504 Gregory Station Suite 934,Phillipland,US,,,,00 No known disability,,,,,,Family/Friends,Available
10002346,2346,Krista,Jones,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,26/07/2021,18/07/2002,35056658210,Pakistan,+82 2548009,student10002346@sample.edu,tracyjohnson@gmail.com,No,,13761 Reynolds Vista Apt. 664,Joshuaburgh,Pakistan,,,,00 No known disability,,,,,,Website,Available
10002347,2347,Joshua,Nichols,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,27/07/2021,25/01/1998,96338884121,United States,+25 5380503,student10002347@sample.edu,susangarcia@gmail.com,No,,65794 Finley Causeway Apt. 445,Johnsonbury,US,,,,00 No known disability,,,,,,Family/Friends,Available
10002348,2348,Jonathan,Wade,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,01/02/2021,19/06/2002,88046511971,Canada,+70 6706561,student10002348@sample.edu,peter67@gmail.com,No,,337 Laurie Tunnel Apt. 550,Taylorhaven,Canada,,,,00 No known disability,,,,,,Family/Friends,Available
10002349,2349,Kevin,Casey,F,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,27/04/2021,28/03/2002,43613847412,United States,+70 5077356,student10002349@sample.edu,alicecollier@gmail.com,No,,6643 Graham Extension Apt. 809,East Nathaniel,US,,,,00 No known disability,,,,,,Social Media,Available
10002350,2350,Daniel,Brock,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,27/05/2021,25/03/2002,57227095603,Pakistan,+53 1489172,student10002350@sample.edu,joshualawrence@gmail.com,No,,1513 Charles Mews Apt. 423,Lake Alyssa,Pakistan,,,,00 No known disability,,,,,,Social Media,Available
10002351,2351,Andrew,Reynolds,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,13/03/2021,10/07/2004,13173059453,Jordan,+64 8192211,student10002351@sample.edu,fmartin@gmail.com,No,,115 Natalie Row,Danielton,Jordan,,,,00 No known disability,,,,,,Social Media,Available
10002352,2352,Gary,Contreras,M,Single,2021/22,2021 September,MA (Hons),Accountancy & Finance,1,Not Interested,,1,,,13/05/2021,25/12/2000,76372593751,United Kingdom,+90 2024902,student10002352@sample.edu,xlin@gmail.com,No,,0694 Johnson Roads,Townsendville,UK,,,,00 No known disability,,,,,,Website,Available
